"source_system","source_archive_path","source_file","conversation_id","title","create_time","update_time","model_slug","is_archived","is_starred","is_temporary_chat","is_read_only","approximate_message_count","observed_roles","primary_domain","domain_matches","keyword_matches","sensitivity_flags","extraction_run_date","promotion_status"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-002.json","690a0cc7-4200-832c-bae2-bff608875b88","Financial data analysis prompt","2025-11-04T14:25:18Z","2025-11-04T14:29:00Z","gpt-5","false","","false","","13","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt|prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-002.json","690e050a-515c-8326-9505-bad4e076f3b3","Double billing fix","2025-11-07T14:41:31Z","2025-11-07T14:41:36Z","gpt-5","false","","false","","10","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-002.json","69145572-542c-8332-8cbb-775e10fc4843","Handling broken trust","2025-11-12T09:42:06Z","2025-11-12T09:42:43Z","gpt-5","false","","false","","10","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-003.json","691f294b-ea94-8330-8be4-ba93a2fd1dbf","Rewrite and IG prompt","2025-11-20T14:45:30Z","2025-11-20T14:47:02Z","gpt-5-1","false","","false","","7","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-003.json","693999fd-2f20-832f-9309-a4ecfc964cd5","Edit photo without dog","2025-12-10T16:04:28Z","2025-12-10T16:08:56Z","gpt-5-1-thinking","false","","false","","18","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-003.json","693d6495-5b00-8332-b7e2-5495070cd1ce","Using ChatGPT and Copilot","2025-12-13T13:06:10Z","2025-12-13T13:06:37Z","auto","false","","false","","10","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-003.json","69456f29-b73c-8327-874b-cd630c5ff33d","Beatrice location inquiry","2025-12-19T15:28:42Z","2025-12-19T15:51:54Z","gpt-5-2","false","","false","","11","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","69626822-b630-8328-a219-70b3b8d753a0","Recover Deleted Conversation","2026-01-10T14:54:32Z","2026-01-10T14:54:47Z","gpt-5-2","false","","false","","8","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696401b1-b828-8328-b39b-128f2dec1e74","Photo Editing Request","2026-01-11T20:01:54Z","2026-01-11T20:02:33Z","gpt-5-2","false","","false","","10","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696951e9-65b4-8329-8a22-960091c9ee41","Instagram Automation Tracking","2026-01-15T20:45:29Z","2026-01-16T01:55:11Z","gpt-5-2","false","","false","","116","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","agent","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696aef4f-3878-832d-bff6-5f56490aa706","Amy Request Clarification","2026-01-17T02:09:43Z","2026-01-17T02:12:16Z","gpt-5-2","false","","false","","16","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696b99cc-e99c-8329-894f-3fbf58f209a7","Excel Time and Pay Tracker","2026-01-17T14:16:46Z","2026-01-17T19:22:58Z","gpt-5-2","false","","false","","35","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696f772a-641c-832b-b61e-9a495f6df728","Italian wine recommendation","2026-01-20T12:38:03Z","2026-01-20T13:23:18Z","gpt-5-2","false","","false","","39","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","6999c033-4224-8331-a543-9aa4b33dd6fc","Download Request Status","2026-02-21T14:24:52Z","2026-02-21T14:24:58Z","gpt-5-2","false","","false","","9","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a4e94b-2dfc-8327-b97c-0d25552faa91","Cinematic Night Scene","2026-03-02T01:35:08Z","2026-03-02T02:02:58Z","gpt-5-2","false","","false","","14","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","699f4aa5-ffec-8329-ae4f-004a56cc5188","AI Portal Concierge","2026-02-25T19:17:09Z","2026-03-03T12:54:52Z","gpt-5-2","false","","false","","37","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","agent","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a8492a-79d0-832f-996d-9ea22faebc57","Profile Photo Request","2026-03-04T15:01:18Z","2026-03-04T15:03:31Z","gpt-5-3","false","","false","","17","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a1a11c-f480-832a-8902-22b100383550","Emotional Impact of ""Past Lives""","2026-02-27T13:50:33Z","2026-03-11T01:43:28Z","gpt-5-3","false","","false","","23","assistant|system","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69d1517e-bc30-832f-91a8-3bcb411d2841","Open claw meaning","2026-04-04T17:59:30Z","2026-04-06T15:28:55Z","gpt-5-3","false","","false","","182","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69ee3e9b-c6e8-83ea-b975-5a1cf3c7443d","Cursor Not Showing Fix","2026-04-26T16:34:56Z","2026-04-26T16:39:56Z","gpt-5-3","false","","false","","13","assistant|system|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","claude","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69f93d29-8244-83ea-8795-bc1c3b5eaf48","Social Media Headshot Request","2026-05-05T00:44:22Z","2026-05-08T12:41:23Z","gpt-5-5-thinking","false","","false","","18","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69ff4f96-18c0-83ea-be2c-6a65ee6bee87","Cannon Logo Design Request","2026-05-09T15:15:54Z","2026-05-09T16:55:13Z","gpt-5-5-thinking","false","","false","","76","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","prompt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","6a033e3e-bdb0-83ea-b607-6c2487b5898d","Codex Mobile vs Desktop","2026-05-12T14:50:55Z","2026-05-12T14:53:15Z","gpt-5-5-thinking","false","","false","","26","assistant|system|tool|user","AI_Systems_Command_Layer","AI_Systems_Command_Layer","codex|claude|chatgpt","promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","3a554b6d-dfcc-49fa-afe8-21f4a3b75025","2024 Head of Household Rates","2023-11-20T11:08:40Z","2023-11-20T12:23:04Z","","false","","false","","49","assistant|system|tool|user","Capital_Strategy","Capital_Strategy","investment","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","57316abd-fae9-4035-afe9-74708ce27185","Low-Cost Business Ideas","2024-06-10T21:38:41Z","2024-06-10T21:38:53Z","gpt-4o","false","","false","","5","assistant|system|user","Capital_Strategy","Capital_Strategy|Personal_Operations","investment|home","investor_capital_sensitive|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67464538-2690-8000-9479-ab1ec4a522d2","Financial Planning Recommendations","2024-11-26T22:01:28Z","2024-11-26T22:02:12Z","gpt-4o","false","","false","","4","assistant|system|user","Capital_Strategy","Capital_Strategy|Personal_Operations","investment|budget","investor_capital_sensitive|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","674647e1-8028-8000-a6b6-44596d79b014","Audi R8 Investment Recommendation","2024-11-26T22:12:49Z","2024-11-26T22:13:22Z","gpt-4o","false","","false","","11","assistant|system|tool|user","Capital_Strategy","Capital_Strategy","investment","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67a1693f-e9b4-8000-bac5-7289a17561d7","Active Depreciation Strategies","2025-02-04T01:11:28Z","2025-02-04T01:13:14Z","gpt-4o","false","","false","","6","assistant|system|user","Capital_Strategy","Capital_Strategy","investor|investment","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67ad2633-3d60-8000-a6bd-0949429a51e3","PE Capital Raising Success","2025-02-12T22:52:35Z","2025-02-12T22:52:53Z","gpt-4o","false","","false","","4","assistant|system|user","Capital_Strategy","Capital_Strategy|Personal_Operations","capital|investor|investment|equity|private","investor_capital_sensitive|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67b3b95e-ee6c-8000-a1be-ee51fcf4e970","Section 179 vs 168","2025-02-17T22:34:07Z","2025-02-17T22:45:46Z","gpt-4o","false","","false","","10","assistant|system|tool|user","Capital_Strategy","Capital_Strategy","capital","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67ba24c1-0e9c-8000-b81f-024df4ebcbc5","LLC Contribution Tax Treatment","2025-02-22T19:25:53Z","2025-02-22T19:58:59Z","gpt-4o","false","","false","","10","assistant|system|user","Capital_Strategy","Capital_Strategy|Personal_Operations","capital|investment|personal|home","investor_capital_sensitive|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","67d89ce7-a260-8000-8f6e-27307194d7dc","All In Mindset Response","2025-03-17T22:06:31Z","2025-03-17T22:07:07Z","gpt-4o","false","","false","","4","assistant|system|user","Capital_Strategy","Capital_Strategy","raise","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-000.json","68044269-3020-8000-b284-b283943b989b","What is an RSU","2025-04-20T00:40:09Z","2025-04-20T00:47:32Z","gpt-4o","false","","false","","12","assistant|system|user","Capital_Strategy","Capital_Strategy","equity","investor_capital_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-001.json","684c5527-3644-8000-9944-eac3f9ffdc7a","Investment Strategies Overview","2025-06-13T16:43:19Z","2025-06-13T16:43:27Z","gpt-4o","false","","false","","4","assistant|system|user","Capital_Strategy","Capital_Strategy|Personal_Operations","capital|investment|equity|private|home","investor_capital_sensitive|personal_private","2026-05-17","Raw / Unreviewed"
